%%% Data to be read on the pyvrft package %%%
%%% Second experiment on the pilot plant %%%
%%% Organized as follows %%%
y1,y2,u1,u2
-0.34181,-0.67921,0,0
-0.34287,-0.67237,0,0
-0.30571,-0.69204,0,0
-0.30571,-0.69204,0,0
-0.34995,-0.67914,0,0
-0.36221,-0.69204,0,0
-0.30411,-0.70581,0,0
-0.29269,-0.70566,0,0
-0.29269,-0.70566,0,0
-0.31736,-0.69881,0,0
-0.35117,-0.68583,0,0
-0.35688,-0.69881,0,0
-0.31028,-0.67229,0,0
-0.31028,-0.67229,0,0
-0.34287,-0.67914,0,0
-0.27471,-0.67237,0,0
-0.31028,-0.66599,0,0
-0.33228,-0.63931,0,0
-0.33228,-0.63931,0,0
-0.32954,-0.63239,0,0
-0.34257,-0.64592,0,0
-0.36168,-0.64592,0,0
-0.31127,-0.63939,0,0
-0.31127,-0.63939,0,0
-0.33228,-0.63247,0,0
-0.30312,-0.61287,0,0
-0.38757,-0.59312,0,0
-0.33061,-0.6061,0,0
-0.33061,-0.6061,0,0
-0.29939,-0.57942,0,0
-0.39534,-0.59312,0,0
-0.31606,-0.58587,0,0
-0.35551,-0.58587,0,0
-0.35551,-0.58587,0,0
-0.37417,-0.53999,0,0
-0.35506,-0.54621,0,0
-0.35041,-0.5795,0,0
-0.2789,-0.55959,0,0
-0.2789,-0.55959,0,0
-0.3367,-0.55242,0,0
-0.34805,-0.55242,0,0
-0.34325,-0.5529,0,0
-0.3118,-0.54589,0,0
-0.3118,-0.54589,0,0
-0.38323,-0.54023,0,0
-0.35117,-0.51354,0,0
-0.32833,-0.53314,0,0
-0.31028,-0.53999,0,0
-0.31028,-0.53999,0,0
-0.32337,-0.53338,0,0
-0.37417,-0.51992,0,0
-0.33046,-0.53314,0,0
-0.2422,-0.51299,0,0
-0.2422,-0.51299,0,0
-0.30335,-0.53314,0,0
-0.30335,-0.5196,0,0
-0.31561,-0.52645,0,0
-0.35148,-0.51291,0,0
-0.35148,-0.51291,0,0
-0.36404,-0.54636,0,0
-0.36404,-0.54023,0,0
-0.3246,-0.54023,0,0
-0.27609,-0.54636,0,0
-0.27609,-0.54636,0,0
-0.2275,-0.58627,0,0
-0.2275,-0.57966,0,0
-0.2789,-0.59933,0,0
-0.33647,-0.61279,0,0
-0.33647,-0.61279,0,0
-0.31127,-0.61995,0,0
-0.32337,-0.63262,0,0
-0.24677,-0.62609,0,0
-0.3118,-0.63302,0,0
-0.3118,-0.63302,0,0
-0.30312,-0.65238,0,0
-0.25659,-0.67268,0,0
-0.33046,-0.67268,0,0
-0.33137,-0.67268,0,0
-0.33137,-0.67268,0,0
-0.31645,-0.69204,0,0
-0.31805,-0.71266,0,0
-0.26596,-0.69873,0,0
-0.31469,-0.67268,0,0
-0.31469,-0.67268,0,0
-0.31736,-0.69204,0,0
-0.2987,-0.66575,0,0
-0.2856,-0.65285,0,0
-0.26657,-0.64592,0,0
-0.26657,-0.64592,0,0
-0.32589,-0.65238,0,0
-0.29817,-0.63262,0,0
-0.32452,-0.65253,0,0
-0.33838,-0.61956,0,0
-0.33838,-0.61956,0,0
-0.33792,-0.64592,0,0
-0.27898,-0.61303,0,0
-0.23588,-0.61279,0,0
-0.24898,-0.61263,0,0
-0.24898,-0.61263,0,0
-0.22895,-0.61295,0,0
-0.31454,-0.60633,0,0
-0.32376,-0.60594,0,0
-0.3134,-0.60594,0,0
-0.3134,-0.60594,0,0
-0.29269,-0.59996,0,0
-0.3367,-0.60594,0,0
-0.27898,-0.58587,0,0
-0.34851,-0.5795,0,0
-0.34851,-0.5795,0,0
-0.29977,-0.57312,0,0
-0.28126,-0.56636,0,0
-0.29147,-0.57966,0,0
-0.29817,-0.57934,0,0
-0.29817,-0.57934,0,0
-0.27212,-0.56612,0,0
-0.31606,-0.58635,0,0
-0.27403,-0.55959,0,0
-0.2875,-0.55982,0,0
-0.2875,-0.55982,0,0
-0.30091,-0.56006,0,0
-0.26923,-0.54636,0,0
-0.29992,-0.52645,0,0
-0.29398,-0.527,0,0
-0.29398,-0.527,0,0
-0.2655,-0.54707,0,0
-0.26299,-0.54636,0,0
-0.29634,-0.53983,0,0
-0.28005,-0.51307,0,0
-0.28005,-0.51307,0,0
-0.28598,-0.54007,0,0
-0.31249,-0.51323,0,0
-0.31576,-0.54023,0,0
-0.24266,-0.50599,0,0
-0.24266,-0.50599,0,0
-0.31538,-0.51307,0,0
-0.21136,-0.50678,0,0
-0.26025,-0.5263,0,0
-0.25888,-0.5263,0,0
-0.25888,-0.5263,0,0
-0.24578,-0.52598,0,0
-0.2623,-0.53267,0,0
-0.24296,-0.55337,0,0
-0.22331,-0.57966,0,0
-0.22331,-0.57966,0,0
-0.23268,-0.58642,0,0
-0.25537,-0.58642,0,0
-0.26954,-0.59312,0,0
-0.23565,-0.59965,0,0
-0.23565,-0.59965,0,0
-0.26603,-0.59965,0,0
-0.2307,-0.63915,0,0
-0.20229,-0.66599,0,0
-0.24113,-0.66599,0,0
-0.24113,-0.66599,0,0
-0.22963,-0.69921,0,0
-0.29421,-0.73848,0,0
-0.21851,-0.71266,0,0
-0.24052,-0.7517,0,0
-0.24052,-0.7517,0,0
-0.26657,-0.7517,0,0
-0.25827,-0.75217,0,0
-0.20207,-0.7517,0,0
-0.26116,-0.7724,0,0
-0.26116,-0.7724,0,0
-0.19658,-0.75847,0,0
-0.24395,-0.75847,0,0
-0.27334,-0.73179,0,0
-0.31302,-0.7325,0,0
-0.31302,-0.7325,0,0
-0.26428,-0.75831,0,0
-0.24814,-0.72526,0,0
-0.29368,-0.73848,0,0
-0.36305,-0.71841,0,0
-0.36305,-0.71841,0,0
-0.26299,-0.69921,0,0
-0.29124,-0.69921,0,0
-0.33137,-0.6922,0,0
-0.28598,-0.67292,0,0
-0.28598,-0.67292,0,0
-0.26657,-0.70558,0,0
-0.29352,-0.66575,0,0
-0.28728,-0.67245,0,0
-0.19826,-0.65238,0,0
-0.19826,-0.65238,0,0
-0.2307,-0.64592,0,0
-0.24723,-0.63939,0,0
-0.24898,-0.6593,0,0
-0.26999,-0.66575,0,0
-0.26999,-0.66575,0,0
-0.34569,-0.65238,0,0
-0.27045,-0.65922,0,0
-0.29018,-0.61287,0,0
-0.30571,-0.63971,0,0
-0.30571,-0.63971,0,0
-0.28126,-0.63254,0,0
-0.31805,-0.61287,0,0
-0.30373,-0.61995,0,0
-0.28659,-0.61303,0,0
-0.28659,-0.61303,0,0
-0.23473,-0.60594,0,0
-0.28728,-0.59312,0,0
-0.23268,-0.62633,0,0
-0.22971,-0.59949,0,0
-0.22971,-0.59949,0,0
-0.28857,-0.59949,0,0
-0.24723,-0.57305,0,0
-0.30525,-0.59312,0,0
-0.30525,-0.59312,0,0
-0.24296,-0.58642,0,0
-0.18539,-0.59965,0,0
-0.30746,-0.57344,0,0
-0.30746,-0.57344,0,0
-0.28248,-0.58642,0,0
-0.24898,-0.57974,0,0
-0.26893,-0.59941,0,0
-0.22415,-0.59272,0,0
-0.22415,-0.59272,0,0
-0.23588,-0.59949,0,0
-0.21653,-0.60594,0,0
-0.22895,-0.62633,0,0
-0.24182,-0.62633,0,0
-0.24182,-0.62633,0,0
-0.20359,-0.63302,0,0
-0.17777,-0.62633,0,0
-0.24227,-0.64592,0,0
-0.22369,-0.65907,0,0
-0.22369,-0.65907,0,0
-0.23123,-0.69267,0,0
-0.23039,-0.69873,0,0
-0.18387,-0.70558,0,0
-0.23489,-0.71841,0,0
-0.23489,-0.71841,0,0
-0.27761,-0.7321,0,0
-0.16269,-0.75217,0,0
-0.208,-0.77885,0,0
-0.208,-0.76516,0,0
-0.208,-0.76516,0,0
-0.26048,-0.79885,0,0
-0.24951,-0.79885,0,0
-0.24951,-0.81151,0,0
-0.33076,-0.81175,0,0
-0.33076,-0.81175,0,0
-0.27426,-0.80498,0,0
-0.26877,-0.79813,0,0
-0.2157,-0.80522,0,0
-0.16003,-0.77185,0,0
-0.16003,-0.77185,0,0
-0.22971,-0.78523,0,0
-0.32589,-0.77216,0,0
-0.29421,-0.76547,0,0
-0.24501,-0.77169,0,0
-0.24501,-0.77169,0,0
-0.26329,-0.76516,0,0
-0.23588,-0.765,0,0
-0.25537,-0.77822,0,0
-0.27883,-0.75241,0,0
-0.27883,-0.75241,0,0
-0.27403,-0.76555,0,0
-0.2655,-0.77185,0,0
-0.27334,-0.72573,0,0
-0.27898,-0.71203,0,0
-0.27898,-0.71203,0,0
-0.3444,-0.72541,0,0
-0.37036,-0.70558,0,0
-0.30769,-0.69905,0,0
-0.32452,-0.69881,0,0
-0.32452,-0.69881,0,0
-0.28918,-0.68575,0,0
-0.25499,-0.70558,0,0
-0.28804,-0.69228,0,0
-0.30594,-0.69228,0,0
-0.28157,-0.69905,0,0
-0.28157,-0.69905,0,0
-0.28126,-0.69267,0,0
-0.30091,-0.6922,0,0
-0.32665,-0.67914,0,0
-0.32665,-0.67914,0,0
-0.31538,-0.67914,0,0
-0.28126,-0.6726,0,0
-0.23961,-0.65301,0,0
-0.32452,-0.64584,0,0
-0.32452,-0.64584,0,0
-0.26207,-0.65253,0,0
-0.29939,-0.63302,0,0
-0.27426,-0.62601,0,0
-0.31028,-0.6401,0,0
-0.31028,-0.6401,0,0
-0.2623,-0.65922,0,0
-0.28835,-0.65261,0,0
-0.35902,-0.67229,0,0
-0.33198,-0.67276,0,0
-0.33198,-0.67276,0,0
-0.31081,-0.68583,0,0
-0.31211,-0.68575,0,0
-0.35772,-0.65891,0,0
-0.31942,-0.68575,0,0
-0.31942,-0.68575,0,0
-0.36,-0.68575,0,0
-0.40311,-0.72541,0,0
-0.34744,-0.69921,0,0
-0.30312,-0.69228,0,0
-0.30312,-0.69228,0,0
-0.27403,-0.69921,0,0
-0.34866,-0.68567,0,0
-0.33899,-0.68567,0,0
-0.26268,-0.69905,0,0
-0.26268,-0.69905,0,0
-0.30091,-0.69228,0,0
-0.28659,-0.72573,0,0
-0.29764,-0.73187,0,0
-0.26893,-0.72526,0,0
-0.26893,-0.72526,0,0
-0.25659,-0.7517,0,0
-0.32094,-0.75839,0,0
-0.26877,-0.77169,0,0
-0.33937,-0.79176,0,0
-0.33937,-0.79176,0,0
-0.33289,-0.79885,0,0
-0.27944,-0.84433,0,0
-0.2984,-0.8378,0,0
-0.26299,-0.8186,0,0
-0.26299,-0.8186,0,0
-0.34493,-0.80593,0,0
-0.33228,-0.79168,0,0
-0.29977,-0.77822,0,0
-0.3731,-0.80522,0,0
-0.3731,-0.80522,0,0
-0.31782,-0.75831,0,0
-0.30144,-0.73903,0,0
-0.28248,-0.71912,0,0
-0.33137,-0.72549,0,0
-0.33137,-0.72549,0,0
-0.33228,-0.73257,0,0
-0.31211,-0.72573,0,0
-0.34569,-0.71912,0,0
-0.30091,-0.69244,0,0
-0.30091,-0.69244,0,0
-0.28835,-0.67914,0,0
-0.37013,-0.6922,0,0
-0.31127,-0.68606,0,0
-0.38978,-0.67245,0,0
-0.38978,-0.67245,0,0
-0.2875,-0.61948,0,0
-0.31805,-0.63286,0,0
-0.30457,-0.63286,0,0
-0.31081,-0.61948,0,0
-0.31081,-0.61948,0,0
-0.34995,-0.64584,0,0
-0.33228,-0.61279,0,0
-0.2875,-0.58611,0,0
-0.30632,-0.6061,0,0
-0.30632,-0.6061,0,0
-0.33046,-0.59256,0,0
-0.36975,-0.59312,0,0
-0.34005,-0.58682,0,0
-0.37935,-0.59965,0,0
-0.37935,-0.59965,0,0
-0.3233,-0.57257,0,0
-0.3134,-0.5662,0,0
-0.33556,-0.56667,0,0
-0.30007,-0.5662,0,0
-0.30007,-0.5662,0,0
-0.30525,-0.52063,0,0
-0.24798,-0.52669,0,0
-0.28157,-0.54605,0,0
-0.33937,-0.54676,0,0
-0.33937,-0.54676,0,0
-0.36861,-0.55982,0,0
-0.30571,-0.54691,0,0
-0.32421,-0.53322,0,0
-0.37264,-0.55982,0,0
-0.37264,-0.55982,0,0
-0.3169,-0.54605,0,0
-0.30121,-0.5662,0,0
-0.32071,-0.55337,0,0
-0.32071,-0.58611,0,0
-0.32071,-0.58611,0,0
-0.35231,-0.56691,0,0
-0.32719,-0.57289,0,0
-0.31568,-0.59272,0,0
-0.31995,-0.61956,0,0
-0.31995,-0.61956,0,0
-0.29527,-0.59965,0,0
-0.3859,-0.63939,0,0
-0.36404,-0.63939,0,0
-0.3945,-0.65261,0,0
-0.3945,-0.65261,0,0
-0.38978,-0.65907,0,0
-0.30746,-0.646,0,0
-0.3626,-0.65261,0,0
-0.33137,-0.69881,0,0
-0.33137,-0.69881,0,0
-0.37721,-0.67945,0,0
-0.3396,-0.71258,0,0
-0.37874,-0.71912,0,0
-0.42291,-0.70558,0,0
-0.42291,-0.70558,0,0
-0.33076,-0.73257,0,0
-0.30746,-0.7321,0,0
-0.28362,-0.73879,0,0
-0.29489,-0.74549,0,0
-0.29489,-0.74549,0,0
-0.34386,-0.70558,0,0
-0.32528,-0.72549,0,0
-0.37767,-0.71258,0,0
-0.33838,-0.72549,0,0
-0.33838,-0.72549,0,0
-0.34493,-0.69251,0,0
-0.2875,-0.69228,0,0
-0.26954,-0.67229,0,0
-0.30868,-0.69228,0,0
-0.30868,-0.69228,0,0
-0.31249,-0.65946,0,0
-0.34927,-0.65954,0,0
-0.27471,-0.65985,0,0
-0.2668,-0.646,0,0
-0.2668,-0.646,0,0
-0.30266,-0.63939,0,0
-0.3246,-0.66575,0,0
-0.30921,-0.62601,0,0
-0.36442,-0.63939,0,0
-0.36442,-0.63939,0,0
-0.33228,-0.62625,0,0
-0.34569,-0.61287,0,0
-0.3597,-0.61279,0,0
-0.29421,-0.60067,0,0
-0.29421,-0.60067,0,0
-0.33282,-0.5998,0,0
-0.32719,-0.57974,0,0
-0.33335,-0.58603,0,0
-0.31926,-0.57344,0,0
-0.31926,-0.57344,0,0
-0.29368,-0.58682,0,0
-0.32337,-0.5662,0,0
-0.33792,-0.57989,0,0
-0.30814,-0.56691,0,0
-0.30814,-0.56691,0,0
-0.2751,-0.5599,0,0
-0.32452,-0.5263,0,0
-0.28164,-0.54038,0,0
-0.30685,-0.55353,0,0
-0.30685,-0.55353,0,0
-0.35231,-0.50685,0,0
-0.28918,-0.51362,0,0
-0.35148,-0.49977,0,0
-0.30982,-0.50678,0,0
-0.30982,-0.50678,0,0
-0.37653,-0.50709,0,0
-0.36907,-0.49977,0,0
-0.30685,-0.49332,0,0
-0.29489,-0.52016,0,0
-0.29489,-0.52016,0,0
-0.31005,-0.52016,0,0
-0.31995,-0.51362,0,0
-0.28164,-0.48049,0,0
-0.2875,-0.48631,0,0
-0.2875,-0.48631,0,0
-0.28698,-0.48631,0,0
-0.26664,-0.49348,0,0
-0.30853,-0.49977,0,0
-0.34714,-0.50685,0,0
-0.34714,-0.50685,0,0
-0.3597,-0.50678,0,0
-0.33335,-0.54636,0,0
-0.3185,-0.52016,0,0
-0.38361,-0.54676,0,0
-0.38361,-0.54676,0,0
-0.23565,-0.55298,0,0
-0.30144,-0.58619,0,0
-0.35231,-0.57981,0,0
-0.34569,-0.60665,0,0
-0.34569,-0.60665,0,0
-0.28728,-0.58658,0,0
-0.25537,-0.59965,0,0
-0.36907,-0.63286,0,0
-0.26154,-0.61279,0,0
-0.26154,-0.61279,0,0
-0.34005,-0.64616,0,0
-0.31721,-0.63262,0,0
-0.35171,-0.66575,0,0
-0.30594,-0.66575,0,0
-0.30594,-0.66575,0,0
-0.33335,-0.65985,0,0
-0.32079,-0.68575,0,0
-0.3367,-0.67945,0,0
-0.35148,-0.67906,0,0
-0.35148,-0.67906,0,0
-0.34287,-0.67268,0,0
-0.32596,-0.63939,0,0
-0.35231,-0.66623,0,0
-0.38323,-0.66575,0,0
-0.38323,-0.66575,0,0
-0.38841,-0.64569,0,0
-0.34561,-0.61948,0,0
-0.34675,-0.6523,0,0
-0.43379,-0.65301,0,0
-0.43379,-0.65301,0,0
-0.36579,-0.63286,0,0
-0.34569,-0.65985,0,0
-0.36534,-0.64616,0,0
-0.36496,-0.63931,0,0
-0.36496,-0.63931,0,0
-0.36975,-0.61948,0,0
-0.3715,-0.61318,0,0
-0.35825,-0.63286,0,0
-0.34599,-0.61972,0,0
-0.34599,-0.61972,0,0
-0.38338,-0.61948,0,0
-0.37653,-0.60665,0,0
-0.38483,-0.62593,0,0
-0.44743,-0.6061,0,0
-0.44743,-0.6061,0,0
-0.42168,-0.57966,0,0
-0.38323,-0.56021,0,0
-0.42116,-0.57289,0,0
-0.2904,-0.55982,0,0
-0.2904,-0.55982,0,0
-0.31211,-0.53999,0,0
-0.29977,-0.53361,0,0
-0.36496,-0.5333,0,0
-0.36442,-0.53361,0,0
-0.36442,-0.53361,0,0
-0.32596,-0.53346,0,0
-0.42671,-0.53361,0,0
-0.38201,-0.5333,0,0
-0.35749,-0.50685,0,0
-0.35749,-0.50685,0,0
-0.37204,-0.52661,0,0
-0.3715,-0.49332,0,0
-0.35924,-0.51339,0,0
-0.35064,-0.50709,0,0
-0.35064,-0.50709,0,0
-0.37721,-0.46687,0,0
-0.39618,-0.46719,0,0
-0.39618,-0.48049,0,0
-0.35688,-0.48687,0,0
-0.35688,-0.48687,0,0
-0.36359,-0.45428,0,0
-0.33556,-0.42689,0,0
-0.40311,-0.44051,0,0
-0.35148,-0.45381,0,0
-0.35148,-0.45381,0,0
-0.33807,-0.42052,0,0
-0.36496,-0.42052,0,0
-0.34569,-0.42681,0,0
-0.29977,-0.40714,0,0
-0.29977,-0.40714,0,0
-0.34561,-0.4006,0,0
-0.30746,-0.40714,0,0
-0.28264,-0.41328,0,0
-0.33944,-0.38069,0,0
-0.33944,-0.38069,0,0
-0.29368,-0.3877,0,0
-0.29596,-0.36063,0,0
-0.35315,-0.36063,0,0
-0.31919,-0.38062,0,0
-0.31919,-0.38062,0,0
-0.28005,-0.36755,0,0
-0.29299,-0.33426,0,0
-0.30594,-0.32726,0,0
-0.31469,-0.33371,0,0
-0.31469,-0.33371,0,0
-0.36039,-0.32056,0,0
-0.32094,-0.32726,0,0
-0.30853,-0.32812,0,0
-0.29596,-0.31411,0,0
-0.29596,-0.31411,0,0
-0.29489,-0.29412,0,0
-0.35384,-0.32056,0,0
-0.30243,-0.32056,0,0
-0.25827,-0.30183,0,0
-0.25827,-0.30183,0,0
-0.27609,-0.30081,0,0
-0.28264,-0.29412,0,0
-0.25659,-0.28145,0,0
-0.24814,-0.28736,0,0
-0.24814,-0.28736,0,0
-0.23306,-0.2805,0,0
-0.24349,-0.28294,0,0
-0.28492,-0.28767,0,0
-0.28126,-0.28082,0,0
-0.28126,-0.28082,0,0
-0.25179,-0.28736,0,0
-0.29489,-0.29412,0,0
-0.30632,-0.29499,0,0
-0.30632,-0.31372,0,0
-0.30632,-0.31372,0,0
-0.25728,-0.32033,0,0
-0.2636,-0.30734,0,0
-0.22019,-0.31474,0,0
-0.23169,-0.31474,0,0
-0.23169,-0.31474,0,0
-0.186,-0.29412,0,0
-0.26443,-0.29475,0,0
-0.30853,-0.2805,0,0
-0.29421,-0.28736,0,0
-0.29421,-0.28736,0,0
-0.28804,-0.29412,0,0
-0.22019,-0.28736,0,0
-0.19331,-0.26736,0,0
-0.22453,-0.26075,0,0
-0.22453,-0.26075,0,0
-0.19795,-0.27421,0,0
-0.21608,-0.24753,0,0
-0.28005,-0.24761,0,0
-0.18333,-0.23635,0,0
-0.18333,-0.23635,0,0
-0.2307,-0.23722,0,0
-0.19955,-0.24108,0,0
-0.21197,-0.22856,0,0
-0.23809,-0.23478,0,0
-0.23809,-0.23478,0,0
-0.14007,-0.21432,0,0
-0.19102,-0.22864,0,0
-0.19849,-0.2277,0,0
-0.14739,-0.18795,0,0
-0.14739,-0.18795,0,0
-0.14335,-0.18795,0,0
-0.16117,-0.17488,0,0
-0.17275,-0.18079,0,0
-0.17496,-0.1545,0,0
-0.17496,-0.1545,0,0
-0.20831,-0.1545,0,0
-0.15851,-0.16654,0,0
-0.19849,-0.14915,0,0
-0.12972,-0.1412,0,0
-0.12972,-0.1412,0,0
-0.15028,-0.16804,0,0
-0.079001,-0.1545,0,0
-0.13718,-0.16788,0,0
-0.12363,-0.20046,0,0
-0.12363,-0.20046,0,0
-0.1828,-0.18134,0,0
